location,forecast_date,quantile,value,target,target_end_date,type
02,2021-04-19,0.01,0,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.025,0,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.05,0,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.1,0,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.15,0,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.2,0,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.25,0.3653213893418654,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.3,1.6472471471521624,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.35,2.145007948473645,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.4,3.115012965965928,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.45,3.524349389139098,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.5,4.200630795590102,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.55,4.779744395383219,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.6,5.553024641695556,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.65,6.330106736577233,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.7,7.116611098561502,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.75,7.624522362774271,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.8,8.92038390761709,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.85,10.487397460304706,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.9,12.482966004925116,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.95,17.640610399566967,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.975,22.247510470514918,1 wk ahead inc death,2021-04-24,quantile
02,2021-04-19,0.99,26.67969605552547,1 wk ahead inc death,2021-04-24,quantile
01,2021-04-19,0.01,18.84870444020539,1 wk ahead inc death,2021-04-24,quantile
01,2021-04-19,0.025,22.62804628245937,1 wk ahead inc death,2021-04-24,quantile
01,2021-04-19,0.05,29.35926344244629,1 wk ahead inc death,2021-04-24,quantile
01,2021-04-19,0.1,34.55533378216127,1 wk ahead inc death,2021-04-24,quantile
