location,forecast_date,quantile,value,target,target_end_date,type
02,2021-08-09,0.01,0.3442764574574047,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.025,2.004678465885261,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.05,2.2863342766939185,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.1,3.74913038050077,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.15,4.172212530889674,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.2,4.561904615699823,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.25,5.078328714106161,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.3,5.8258028944758316,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.35,6.4243236299620055,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.4,7.4765986588416284,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.45,7.998060332631715,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.5,8.475639873632328,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.55,8.830221656799402,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.6,9.396557695644898,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.65,10.064682424241118,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.7,10.652127422031052,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.75,10.828533387418156,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.8,11.497922242339074,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.85,12.925990443732005,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.9,13.581000777125059,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.95,15.822724583104426,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.975,18.74398850377989,1 wk ahead inc death,2021-08-14,quantile
02,2021-08-09,0.99,19.75085219483126,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.01,0,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.025,7.040116909818619,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.05,8.832003215755028,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.1,20.545578852679917,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.15,22.178273219275745,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.2,23.55784267865894,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.25,26.22082751427629,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.3,31.316037458386443,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.35,35.57548320054882,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.4,44.15295390436144,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.45,48.4036573759121,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.5,51.93466066556098,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.55,53.881599459227665,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.6,57.394191163729914,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.65,61.045469463994905,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.7,64.5408485242059,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.75,64.5408485242059,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.8,70.06311624315106,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.85,84.08778749076006,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.9,84.93029279968184,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.95,94.09961667570592,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.975,103.99013317423518,1 wk ahead inc death,2021-08-14,quantile
01,2021-08-09,0.99,104.37866795672866,1 wk ahead inc death,2021-08-14,quantile
05,2021-08-09,0.01,38.81204725080347,1 wk ahead inc death,2021-08-14,quantile
05,2021-08-09,0.025,58.89124333656774,1 wk ahead inc death,2021-08-14,quantile
05,2021-08-09,0.05,67.06559259645297,1 wk ahead inc death,2021-08-14,quantile
05,2021-08-09,0.1,82.46660074051245,1 wk ahead inc death,2021-08-14,quantile
05,2021-08-09,0.15,92.837176305305,1 wk ahead inc death,2021-08-14,quantile
05,2021-08-09,0.2,97.74099553054049,1 wk ahead inc death,2021-08-14,quantile
