location,forecast_date,quantile,value,target,target_end_date,type
02,2021-08-30,0.01,17.499999999999996,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.025,19.55234687418642,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.05,21.573748121168347,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.1,24.55375793736017,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.15,26.947355137850106,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.2,28.256813029335223,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.25,29.447017767811015,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.3,30.45512892387718,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.35,31.343428016639,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.4,32.08956874185089,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.45,32.89415400471903,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.5,33.367959600577414,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.55,33.74646721714698,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.6,34.16071791633947,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.65,34.60232902127785,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.7,34.86578832902451,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.75,35.22000369862029,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.8,35.57029895672042,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.85,36.21010334212843,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.9,37.23417265015513,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.95,38.230343704630414,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.975,39.366549465213915,1 wk ahead inc death,2021-09-04,quantile
02,2021-08-30,0.99,40.69842323115498,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.01,138.62802568149246,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.025,149.06616724336877,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.05,159.8842339463921,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.1,186.14082048682036,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.15,197.46412627959432,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.2,202.79171729312782,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.25,208.9521356500723,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.3,212.49007157462245,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.35,216.5231518627915,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.4,223.58582651724257,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.45,232.20459591269199,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.5,236.99943202130618,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.55,242.1219618496722,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.6,249.21960802289615,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.65,258.32595383074295,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.7,266.9936795032444,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.75,276.13943967413036,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.8,284.14261950999764,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.85,294.3199195469605,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.9,306.82369813279945,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.95,333.3518346410032,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.975,351.69096740089327,1 wk ahead inc death,2021-09-04,quantile
01,2021-08-30,0.99,366.3603003571605,1 wk ahead inc death,2021-09-04,quantile
05,2021-08-30,0.01,97.01765987276906,1 wk ahead inc death,2021-09-04,quantile
05,2021-08-30,0.025,112.02552891100093,1 wk ahead inc death,2021-09-04,quantile
05,2021-08-30,0.05,125.42709769946138,1 wk ahead inc death,2021-09-04,quantile
05,2021-08-30,0.1,150.49999999999997,1 wk ahead inc death,2021-09-04,quantile
05,2021-08-30,0.15,165.41917342376402,1 wk ahead inc death,2021-09-04,quantile
05,2021-08-30,0.2,171.59666663475087,1 wk ahead inc death,2021-09-04,quantile
