location,forecast_date,quantile,value,target,target_end_date,type
02,2021-05-17,0.01,0.31614555477964706,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.025,0.8960477985142521,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.05,1.8075175360722389,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.1,2.6894982317089307,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.15,3.2363324498905865,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.2,3.500000000000001,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.25,3.745180807293668,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.3,3.974824181902614,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.35,4.130447596923565,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.4,4.433089068769973,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.45,4.680935712007992,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.5,4.790411183262049,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.55,5.0049087131626395,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.6,5.223385951334962,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.65,5.5634672042725315,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.7,5.89893537038719,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.75,6.201320020266861,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.8,6.606943784335057,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.85,7.292503472694355,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.9,7.597536843205937,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.95,8.54590338971867,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.975,9.715221887137334,1 wk ahead inc death,2021-05-22,quantile
02,2021-05-17,0.99,11.582348793948718,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.01,26.973098032611347,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.025,30.764045243274605,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.05,36.168913280504555,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.1,42.218638606238926,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.15,45.966473144500156,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.2,48.893283627082184,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.25,50.56562196617767,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.3,52.679197174006596,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.35,54.23657314561596,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.4,56.029298400993866,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.45,57.08881816490968,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.5,58.1262793859937,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.55,60.1727191018734,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.6,62.30813994507495,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.65,63.97677832698085,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.7,65.37483851146001,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.75,66.7186862109579,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.8,69.86188194868501,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.85,73.62598470760676,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.9,79.30770239798045,1 wk ahead inc death,2021-05-22,quantile
01,2021-05-17,0.95,86.8789254186166,1 wk ahead inc death,2021-05-22,quantile
